creator_email,project_name,tag,start_date,end_date,curr_capacity,goal_capacity,city,state,description
feugiat@molestie.net,Homeless Social Media Fundraising,Disaster Relief,2019-02-28 18:00:00,2019-03-01 05:00:00,0,19,Bear,WY,
Sed@natoquepenatibuset.net,Faith-based Drive,Human Rights,2019-06-16 13:00:00,2019-06-17 04:00:00,0,3,Duluth,AR,
Mauris@pedeCumsociis.ca,Hunger Drive,Faith-based,2019-06-27 18:00:00,2019-06-28 06:00:00,0,7,College,IA,
quam.elementum.at@ultricies.co.uk,Technology Guest Speaker,Health,2018-01-20 11:00:00,2018-01-20 20:00:00,0,21,Fort Worth,MS,
gravida.Aliquam@dolorquam.edu,Politics Drive,Health,2019-05-30 12:00:00,2019-05-30 22:00:00,0,20,San Diego,NE,
lacus@rutrum.org,Politics Charity Auction,Hunger,2018-04-18 08:00:00,2018-04-19 01:00:00,0,4,Frederick,ME,
lacus.vestibulum.lorem@velitQuisquevarius.org,Sports Walk,Environment,2018-12-16 11:00:00,2018-12-16 16:00:00,0,24,Huntsville,TN,
dolor.nonummy@parturientmontes.net,Health Walk,Animals,2019-02-28 13:00:00,2019-03-01 13:00:00,0,22,Montpelier,MI,
mauris.ipsum@Integermollis.org,Technology Charity,Arts and Crafts,2019-06-16 17:00:00,2019-06-17 11:00:00,0,14,Toledo,LA,
sagittis.placerat.Cras@sociis.org,Sports Walk,Politics,2019-10-11 04:00:00,2019-10-11 05:00:00,0,12,San Jose,UT,
Etiam.bibendum@lobortisnisinibh.ca,Technology Drive,Arts and Crafts,2018-07-22 20:00:00,2018-07-23 08:00:00,0,17,Las Vegas,VA,
lacus.Mauris.non@pharetrafelis.net,Human Rights Charity,International,2018-03-02 19:00:00,2018-03-03 08:00:00,0,10,West Valley City,KY,
Nunc@cursus.com,Health Social Media Fundraising,Education,2020-02-27 05:00:00,2020-02-27 18:00:00,0,18,Rochester,OK,
Aliquam.erat.volutpat@Quisquefringillaeuismod.org,Sports Drive,Hunger,2018-09-25 16:00:00,2018-09-26 08:00:00,0,13,Sandy,KS,
Aliquam@nislsemconsequat.com,LGBT Drive,Technology,2020-03-26 15:00:00,2020-03-27 11:00:00,0,2,Philadelphia,ME,
faucibus@Donec.org,Women Guest Speaker,Education,2020-03-23 14:00:00,2020-03-24 12:00:00,0,19,Fort Worth,CO,
Aenean@velitduisemper.co.uk,Environment Charity,Animals,2019-08-28 02:00:00,2019-08-28 05:00:00,0,17,Laramie,MA,
pellentesque.Sed@leoCrasvehicula.com,Technology Drive,Arts and Crafts,2018-09-14 14:00:00,2018-09-15 06:00:00,0,19,Boise,MD,
nunc@nonquam.net,LGBT Foundation,Education,2020-02-16 16:00:00,2020-02-17 03:00:00,0,7,Lowell,HI,
massa@volutpatNulla.ca,Arts and Crafts Foundation,Animals,2020-02-01 15:00:00,2020-02-02 01:00:00,0,4,Duluth,OK,
interdum@in.co.uk,Youth Social Media Fundraising,Animals,2019-10-04 12:00:00,2019-10-05 07:00:00,0,24,Kansas City,OK,
Morbi@sagittis.ca,Homeless Drive,LGBT,2019-03-30 08:00:00,2019-03-31 00:00:00,0,19,Columbus,VA,
sed.dictum.eleifend@convallis.edu,Technology Drive,Women,2019-02-15 03:00:00,2019-02-15 13:00:00,0,24,San Jose,CA,
lorem.ut@odiosagittissemper.co.uk,Politics Guest Speaker,International,2020-02-17 02:00:00,2020-02-17 07:00:00,0,7,Broken Arrow,KY,
dui.nec.tempus@sodalesatvelit.net,Politics Foundation,Health,2019-08-17 12:00:00,2019-08-18 00:00:00,0,25,Fort Worth,IL,
amet.diam.eu@risusQuisquelibero.net,Women Walk,Education,2019-05-18 23:00:00,2019-05-19 22:00:00,0,21,Austin,KS,
Nam.ligula@Aliquamerat.com,International Charity Auction,International,2019-04-28 02:00:00,2019-04-28 06:00:00,0,14,Dallas,MA,
convallis.erat@pedeac.edu,Hunger Social Media Fundraising,Environment,2018-12-12 20:00:00,2018-12-13 09:00:00,0,15,Southaven,CT,
ornare.elit.elit@commodoatlibero.ca,Homeless Social Media Fundraising,International,2019-06-16 10:00:00,2019-06-16 22:00:00,0,8,Reno,IN,
amet.ultricies@Sedetlibero.ca,Politics Drive,Environment,2019-06-19 01:00:00,2019-06-19 17:00:00,0,2,Detroit,IN,
porta.elit.a@eu.com,Technology Social Media Fundraising,LGBT,2018-12-11 12:00:00,2018-12-11 13:00:00,0,7,Joliet,NE,
cursus.purus@Morbi.edu,Technology Foundation,LGBT,2018-04-18 16:00:00,2018-04-18 22:00:00,0,15,Columbus,MS,
tempus@molestietortornibh.com,Animals Guest Speaker,Homeless,2018-11-14 00:00:00,2018-11-14 16:00:00,0,4,Allentown,WI,
tellus@ligula.co.uk,Seniors Charity Auction,Education,2019-12-18 01:00:00,2019-12-18 20:00:00,0,13,Rockford,PA,
magnis@tortorInteger.ca,Seniors Charity,Environment,2018-01-30 19:00:00,2018-01-31 10:00:00,0,15,Tacoma,MI,
cursus@malesuadavel.co.uk,Education Walk,Arts and Crafts,2018-07-15 02:00:00,2018-07-15 11:00:00,0,14,College,TN,
hendrerit@lacinia.com,Disaster Relief Walk,Education,2019-07-10 06:00:00,2019-07-11 06:00:00,0,2,Sandy,AR,
interdum@Morbiquisurna.ca,Sports Guest Speaker,Politics,2018-11-25 19:00:00,2018-11-26 01:00:00,0,5,Meridian,FL,
id.libero@Nuncullamcorpervelit.org,Hunger Guest Speaker,Homeless,2019-09-02 04:00:00,2019-09-02 20:00:00,0,18,Biloxi,TN,
malesuada@faucibus.edu,Education Walk,Women,2018-07-26 09:00:00,2018-07-26 19:00:00,0,9,Erie,MI,
Integer.eu.lacus@augueacipsum.co.uk,Faith-based Charity,Politics,2019-09-29 08:00:00,2019-09-29 17:00:00,0,5,Grand Island,LA,
posuere@consectetuer.co.uk,Faith-based Social Media Fundraising,International,2020-02-18 05:00:00,2020-02-19 00:00:00,0,3,Knoxville,VT,
nec@mollislectus.ca,Faith-based Charity,Disaster Relief,2019-11-18 18:00:00,2019-11-19 15:00:00,0,3,Carson City,TX,
auctor.velit@Sedmalesuadaaugue.ca,Sports Charity,Women,2020-02-03 11:00:00,2020-02-03 15:00:00,0,4,Southaven,NE,
tempus.lorem@posuereat.org,Sports Social Media Fundraising,Arts and Crafts,2018-08-07 00:00:00,2018-08-07 02:00:00,0,4,Memphis,IA,
risus.Morbi@magnaa.org,LGBT Social Media Fundraising,Technology,2018-08-20 18:00:00,2018-08-21 17:00:00,0,17,Lewiston,MN,
metus.vitae.velit@cubiliaCuraePhasellus.ca,Seniors Charity,LGBT,2018-01-26 02:00:00,2018-01-27 01:00:00,0,4,Bellevue,AZ,
nec@Maecenasmi.edu,Environment Foundation,LGBT,2020-03-11 10:00:00,2020-03-12 01:00:00,0,5,Meridian,AL,
tellus.Phasellus.elit@afacilisisnon.net,Human Rights Charity Auction,Environment,2019-12-23 15:00:00,2019-12-23 16:00:00,0,15,Cheyenne,PA,
rutrum.non@Aliquam.co.uk,Faith-based Social Media Fundraising,Faith-based,2019-01-06 21:00:00,2019-01-07 13:00:00,0,16,West Valley City,MA,
nisi@uterosnon.org,Faith-based Guest Speaker,Disaster Relief,2018-01-22 15:00:00,2018-01-22 18:00:00,0,5,Little Rock,PA,
accumsan.interdum.libero@velitCraslorem.co.uk,Faith-based Guest Speaker,Animals,2018-11-30 21:00:00,2018-12-01 20:00:00,0,8,Kearney,OK,
arcu@loremsitamet.co.uk,Sports Charity,Health,2018-12-23 20:00:00,2018-12-24 02:00:00,0,13,San Diego,NE,
lorem.auctor.quis@Vestibulumanteipsum.com,Human Rights Charity Auction,Sports,2018-09-09 20:00:00,2018-09-10 05:00:00,0,18,College,NV,
eu.ligula@loremut.co.uk,Women Walk,Hunger,2019-11-16 05:00:00,2019-11-16 13:00:00,0,2,San Antonio,IA,
gravida.molestie.arcu@arcuvel.ca,Technology Drive,Homeless,2019-09-27 15:00:00,2019-09-28 10:00:00,0,5,Seattle,CT,
Quisque.porttitor@Nuncullamcorper.com,Hunger Charity Auction,Environment,2019-01-07 17:00:00,2019-01-08 10:00:00,0,4,Salem,OH,
vulputate.nisi.sem@Nullamvitae.org,Arts and Crafts Charity,LGBT,2018-04-08 12:00:00,2018-04-08 14:00:00,0,11,Evansville,FL,
dui.in.sodales@tinciduntnunc.edu,Homeless Guest Speaker,Health,2018-12-26 16:00:00,2018-12-27 07:00:00,0,4,Kaneohe,WA,
mus.Donec.dignissim@auctorquistristique.org,Women Guest Speaker,Seniors,2020-02-03 23:00:00,2020-02-04 04:00:00,0,25,Sandy,ID,
congue@euenimEtiam.com,Health Foundation,Education,2019-05-11 18:00:00,2019-05-12 08:00:00,0,15,Hattiesburg,VT,
vulputate@etrutrum.ca,International Social Media Fundraising,Environment,2019-11-15 01:00:00,2019-11-15 02:00:00,0,11,Colchester,AR,
ante.bibendum.ullamcorper@purusgravidasagittis.org,Youth Walk,Youth,2018-12-15 10:00:00,2018-12-16 03:00:00,0,16,College,VT,
tincidunt.congue.turpis@nibh.net,Health Charity,Sports,2019-04-18 20:00:00,2019-04-19 01:00:00,0,6,Flint,MT,
magna.et@diamnunc.co.uk,Faith-based Charity Auction,Education,2018-12-20 03:00:00,2018-12-20 07:00:00,0,9,Warren,ID,
augue.malesuada.malesuada@velsapienimperdiet.edu,Faith-based Charity Auction,Health,2020-03-06 05:00:00,2020-03-06 20:00:00,0,4,Lafayette,AK,
vitae.aliquet@odioAliquam.net,Sports Walk,Homeless,2018-01-08 21:00:00,2018-01-09 11:00:00,0,22,Augusta,AZ,
aliquam@Proinnon.edu,Women Charity,Seniors,2020-02-25 09:00:00,2020-02-26 03:00:00,0,13,Georgia,KS,
Vestibulum.ante.ipsum@AeneanmassaInteger.com,International Guest Speaker,Seniors,2020-01-15 11:00:00,2020-01-16 04:00:00,0,21,Orlando,VA,
nonummy.ac@nectellus.com,Arts and Crafts Foundation,Sports,2019-12-20 00:00:00,2019-12-20 14:00:00,0,17,Augusta,KY,
arcu.Nunc.mauris@Aliquam.ca,Faith-based Walk,Politics,2018-06-10 21:00:00,2018-06-11 20:00:00,0,5,Broken Arrow,LA,
id@congueInscelerisque.ca,Sports Charity Auction,Seniors,2020-01-20 16:00:00,2020-01-21 05:00:00,0,3,Fresno,MS,
Donec.egestas.Aliquam@Nuncsollicitudincommodo.org,Homeless Walk,Human Rights,2020-02-17 16:00:00,2020-02-17 19:00:00,0,3,Carson City,MO,
magna.sed@malesuadavelconvallis.edu,International Walk,Seniors,2019-11-07 00:00:00,2019-11-07 06:00:00,0,4,Fort Wayne,MI,
amet.consectetuer.adipiscing@tinciduntpede.ca,Politics Foundation,Politics,2020-01-20 01:00:00,2020-01-20 17:00:00,0,11,Independence,CA,
justo.faucibus@ultricessit.ca,Hunger Guest Speaker,Environment,2019-09-24 11:00:00,2019-09-25 10:00:00,0,20,Salem,AL,
Sed.dictum@egestas.net,Health Charity Auction,Hunger,2018-05-21 18:00:00,2018-05-21 20:00:00,0,7,Detroit,GA,
tellus@etarcuimperdiet.com,Education Drive,Technology,2018-05-11 11:00:00,2018-05-12 07:00:00,0,2,Fort Worth,ID,
tristique.senectus.et@aliquamiaculis.net,Disaster Relief Walk,Hunger,2018-07-11 00:00:00,2018-07-11 08:00:00,0,11,Rutland,IA,
Cras.eget@elitCurabitur.com,Youth Charity,Homeless,2019-08-01 22:00:00,2019-08-02 16:00:00,0,5,Fort Collins,OK,
vulputate.posuere.vulputate@ante.com,Human Rights Drive,Homeless,2019-12-28 08:00:00,2019-12-28 11:00:00,0,4,Hattiesburg,OK,
lectus@et.org,Animals Charity,Homeless,2019-07-20 13:00:00,2019-07-20 22:00:00,0,9,Duluth,MA,
aliquet@egetodioAliquam.co.uk,Disaster Relief Drive,Human Rights,2019-07-05 19:00:00,2019-07-06 18:00:00,0,2,Phoenix,WY,
neque.Nullam@vestibulum.edu,Arts and Crafts Guest Speaker,Seniors,2018-10-20 05:00:00,2018-10-20 07:00:00,0,20,Iowa City,DE,
tellus.id@fringilla.com,Homeless Foundation,International,2019-02-26 00:00:00,2019-02-26 12:00:00,0,14,Tampa,IN,
purus.sapien.gravida@Naminterdumenim.com,Hunger Foundation,Politics,2019-12-29 16:00:00,2019-12-30 06:00:00,0,5,Dover,CT,
Proin.non@duiSuspendisseac.net,Animals Charity,Hunger,2019-01-19 00:00:00,2019-01-19 19:00:00,0,19,Covington,IN,
dictum@feugiattellus.net,International Walk,Youth,2019-11-01 06:00:00,2019-11-01 07:00:00,0,7,Olympia,WY,
sit@mienimcondimentum.com,Human Rights Drive,Sports,2018-07-11 07:00:00,2018-07-11 19:00:00,0,24,Ketchikan,OH,
aliquam.adipiscing.lacus@nuncQuisque.co.uk,International Drive,Disaster Relief,2018-05-26 17:00:00,2018-05-27 04:00:00,0,12,Glendale,IA,
mauris.rhoncus.id@auctorMaurisvel.net,Faith-based Foundation,Human Rights,2019-09-20 03:00:00,2019-09-20 21:00:00,0,15,Cleveland,AK,
Mauris.nulla@pellentesquea.edu,Human Rights Guest Speaker,Faith-based,2018-05-01 04:00:00,2018-05-01 14:00:00,0,20,Georgia,NE,
Aliquam@Fuscemollis.com,LGBT Walk,Human Rights,2020-01-25 20:00:00,2020-01-26 20:00:00,0,7,Shreveport,IA,
Aenean@tinciduntcongue.net,Homeless Drive,Faith-based,2018-10-20 09:00:00,2018-10-21 06:00:00,0,23,Little Rock,OH,
euismod@Suspendisse.org,Arts and Crafts Foundation,Human Rights,2018-08-01 15:00:00,2018-08-02 12:00:00,0,4,Cheyenne,AK,
ante.blandit.viverra@luctusvulputatenisi.net,Women Guest Speaker,Hunger,2018-04-26 21:00:00,2018-04-27 09:00:00,0,6,Flint,MD,
Aliquam.ornare@metus.com,Environment Foundation,International,2019-06-14 00:00:00,2019-06-14 19:00:00,0,21,Bellevue,AR,
consectetuer.euismod@non.net,Animals Walk,Politics,2018-04-27 11:00:00,2018-04-27 14:00:00,0,11,Pittsburgh,AZ,
Vivamus.nisi.Mauris@arcuAliquamultrices.org,Environment Social Media Fundraising,Environment,2020-01-24 04:00:00,2020-01-25 03:00:00,0,15,Gaithersburg,NV,
semper.pretium.neque@dolordolortempus.co.uk,Sports Guest Speaker,LGBT,2018-11-28 08:00:00,2018-11-28 18:00:00,0,2,Norfolk,OR,
consequat.purus@rutrum.co.uk,Health Walk,Disaster Relief,2019-11-24 11:00:00,2019-11-25 03:00:00,0,25,Gaithersburg,TX,
blandit@ornareplaceratorci.edu,Arts and Crafts Drive,Education,2018-02-06 16:00:00,2018-02-07 01:00:00,0,3,Allentown,VA,
leo.Vivamus@velvenenatis.net,Technology Social Media Fundraising,LGBT,2018-07-09 21:00:00,2018-07-10 19:00:00,0,6,Lewiston,AZ,
Sed.id.risus@dignissim.net,Women Walk,Seniors,2019-12-20 04:00:00,2019-12-21 04:00:00,0,3,Honolulu,KY,
at.egestas.a@Proinsed.co.uk,Health Drive,Disaster Relief,2018-12-15 06:00:00,2018-12-16 03:00:00,0,5,North Las Vegas,CT,
ligula@egestas.com,Technology Charity,Women,2018-08-08 16:00:00,2018-08-09 11:00:00,0,23,Honolulu,TX,
nunc@elementumsem.org,Environment Drive,Education,2018-04-15 12:00:00,2018-04-15 16:00:00,0,5,Wilmington,WA,
leo@velitduisemper.org,Politics Charity,Environment,2018-04-13 17:00:00,2018-04-14 07:00:00,0,3,San Antonio,TN,
vel.arcu.Curabitur@egestasAliquam.ca,Arts and Crafts Foundation,Technology,2019-04-03 23:00:00,2019-04-04 22:00:00,0,9,Baltimore,WA,
enim@Mauris.ca,Education Drive,Disaster Relief,2020-03-04 06:00:00,2020-03-05 06:00:00,0,2,Worcester,DE,
ornare.lectus@magnaetipsum.edu,LGBT Drive,Youth,2018-03-14 17:00:00,2018-03-15 03:00:00,0,13,Shreveport,AL,
pellentesque.tellus@necluctus.com,Politics Foundation,Animals,2019-07-15 23:00:00,2019-07-16 19:00:00,0,6,Rockford,VT,
dapibus@quistristique.co.uk,Disaster Relief Walk,International,2019-07-04 12:00:00,2019-07-05 05:00:00,0,24,Madison,FL,
eu.ligula.Aenean@eratEtiam.co.uk,Women Social Media Fundraising,Arts and Crafts,2018-01-25 22:00:00,2018-01-26 04:00:00,0,3,Billings,WI,
scelerisque.neque.sed@est.ca,Human Rights Charity,LGBT,2018-07-12 09:00:00,2018-07-13 02:00:00,0,20,Spokane,OH,
ac@Nunclectus.net,Environment Foundation,Seniors,2018-01-29 19:00:00,2018-01-30 10:00:00,0,16,Grand Island,IL,
est.ac.mattis@ullamcorper.co.uk,Homeless Foundation,Animals,2019-09-06 16:00:00,2019-09-07 00:00:00,0,15,Kansas City,MN,
nibh.enim@ornaretortor.org,Health Walk,Disaster Relief,2019-01-22 04:00:00,2019-01-22 08:00:00,0,5,Carson City,IL,
erat.volutpat@cursusluctusipsum.net,Disaster Relief Charity Auction,Women,2018-09-17 05:00:00,2018-09-17 08:00:00,0,22,Bozeman,UT,
Quisque.libero.lacus@eratvolutpatNulla.org,International Charity,Sports,2019-09-21 05:00:00,2019-09-21 15:00:00,0,11,Wilmington,TN,
nulla.Donec.non@liberoProin.ca,Arts and Crafts Charity Auction,Arts and Crafts,2018-10-01 18:00:00,2018-10-02 01:00:00,0,7,Lowell,UT,
sit@Crasegetnisi.ca,Arts and Crafts Walk,Youth,2018-03-10 14:00:00,2018-03-10 18:00:00,0,9,Davenport,VA,
porttitor@risus.ca,Technology Charity,Women,2019-04-08 20:00:00,2019-04-09 10:00:00,0,8,Juneau,WI,
viverra.Donec@nequeIn.com,Women Walk,Health,2019-08-07 09:00:00,2019-08-08 00:00:00,0,3,Gresham,UT,
orci.adipiscing.non@lectusjusto.com,Technology Social Media Fundraising,LGBT,2019-11-14 09:00:00,2019-11-14 16:00:00,0,12,Portland,IA,
commodo.hendrerit@purus.org,Youth Drive,LGBT,2020-03-15 23:00:00,2020-03-16 16:00:00,0,16,Sioux City,AL,
sed.pede.Cum@euaugueporttitor.edu,Disaster Relief Charity,Human Rights,2019-12-05 07:00:00,2019-12-05 17:00:00,0,15,Tacoma,ID,
et@Curabitur.ca,Women Guest Speaker,Youth,2018-11-24 06:00:00,2018-11-24 13:00:00,0,2,Sioux City,VA,
purus.Maecenas@dolor.co.uk,Homeless Charity,Sports,2018-05-07 11:00:00,2018-05-07 12:00:00,0,15,Kaneohe,DE,
Aliquam.rutrum.lorem@nibh.net,Homeless Social Media Fundraising,Faith-based,2019-05-06 18:00:00,2019-05-07 16:00:00,0,22,Columbus,NE,
semper.rutrum.Fusce@ipsumCurabitur.net,Human Rights Social Media Fundraising,Faith-based,2019-10-07 00:00:00,2019-10-07 04:00:00,0,3,Little Rock,CA,
Fusce.mi.lorem@aliquetdiam.edu,Youth Charity Auction,Disaster Relief,2019-09-20 10:00:00,2019-09-21 06:00:00,0,17,Gulfport,VA,
elit@ultricies.net,Technology Drive,International,2019-07-26 21:00:00,2019-07-27 02:00:00,0,10,Fort Collins,KS,
Donec@auctorMauris.net,Seniors Charity,LGBT,2018-05-11 07:00:00,2018-05-11 17:00:00,0,6,Miami,TN,
Nullam.ut.nisi@erat.org,Sports Drive,Homeless,2018-05-19 11:00:00,2018-05-20 02:00:00,0,24,Saint Louis,IA,
dui.lectus@Pellentesquehabitant.com,International Social Media Fundraising,Health,2019-03-18 00:00:00,2019-03-18 11:00:00,0,16,San Antonio,WY,
nec.urna@musAenean.edu,Disaster Relief Social Media Fundraising,International,2020-03-01 13:00:00,2020-03-02 03:00:00,0,17,Gaithersburg,VA,
sagittis.lobortis@sollicitudin.edu,Technology Charity Auction,Education,2018-04-29 13:00:00,2018-04-30 13:00:00,0,12,Nampa,KY,
lorem.luctus@utcursus.ca,Health Foundation,Women,2018-11-27 23:00:00,2018-11-28 22:00:00,0,12,Montgomery,NV,
orci.luctus@parturientmontes.org,Human Rights Guest Speaker,Sports,2018-02-21 05:00:00,2018-02-21 13:00:00,0,6,Erie,AK,
arcu.Nunc.mauris@tristiquesenectuset.ca,Arts and Crafts Foundation,Technology,2018-04-28 22:00:00,2018-04-29 17:00:00,0,3,Newark,TX,
semper.Nam@adipiscingelitEtiam.net,Sports Walk,Technology,2019-12-19 21:00:00,2019-12-20 10:00:00,0,6,Lewiston,MD,
velit.Aliquam.nisl@semPellentesque.net,Politics Charity,Technology,2019-07-03 19:00:00,2019-07-04 19:00:00,0,15,Broken Arrow,TN,
diam.lorem@nonbibendumsed.edu,Health Foundation,Arts and Crafts,2019-01-28 14:00:00,2019-01-29 00:00:00,0,22,Billings,TX,
urna.convallis@Sed.co.uk,LGBT Social Media Fundraising,International,2018-01-25 13:00:00,2018-01-26 11:00:00,0,25,Los Angeles,IL,
luctus@tortornibh.net,Health Walk,Health,2019-08-19 18:00:00,2019-08-19 19:00:00,0,12,San Antonio,MT,
quis.pede.Suspendisse@nonarcuVivamus.com,Hunger Foundation,Hunger,2019-04-11 08:00:00,2019-04-12 01:00:00,0,21,Racine,MI,
augue.eu.tellus@Donec.com,Disaster Relief Foundation,Youth,2020-03-18 02:00:00,2020-03-18 17:00:00,0,2,Biloxi,OR,
nibh@Quisque.edu,Politics Social Media Fundraising,Hunger,2019-11-09 08:00:00,2019-11-09 20:00:00,0,14,Missoula,AZ,
quis.pede@euplacerateget.net,LGBT Walk,Human Rights,2019-02-02 06:00:00,2019-02-02 13:00:00,0,17,Pocatello,MT,
lorem@auctornon.ca,Hunger Charity Auction,Women,2018-03-13 04:00:00,2018-03-13 15:00:00,0,13,Bear,WI,
varius@convallis.com,Arts and Crafts Walk,Human Rights,2018-07-14 08:00:00,2018-07-15 05:00:00,0,4,Saint Louis,ID,
ultrices.posuere.cubilia@Etiam.ca,Animals Charity,Arts and Crafts,2018-05-27 03:00:00,2018-05-27 22:00:00,0,23,Milwaukee,CT,
tincidunt.dui@egestas.com,Homeless Charity Auction,Disaster Relief,2018-04-10 12:00:00,2018-04-10 15:00:00,0,17,Paradise,TX,
aliquet.odio@nisi.co.uk,Seniors Foundation,Seniors,2019-10-12 11:00:00,2019-10-13 00:00:00,0,16,Jacksonville,IN,
eget.varius@imperdiet.ca,Disaster Relief Charity,Environment,2018-06-24 00:00:00,2018-06-24 06:00:00,0,7,Milwaukee,VT,
ut@scelerisquenequesed.net,Youth Guest Speaker,Sports,2019-11-03 12:00:00,2019-11-03 13:00:00,0,25,Aurora,CT,
eu.odio.tristique@luctusaliquet.com,Sports Foundation,Environment,2019-09-08 05:00:00,2019-09-08 20:00:00,0,24,Stamford,ME,
Nunc.pulvinar.arcu@eueleifend.org,LGBT Drive,Homeless,2019-10-16 04:00:00,2019-10-16 15:00:00,0,16,Cedar Rapids,PA,
cursus.et.eros@velitjusto.org,Arts and Crafts Foundation,Politics,2018-05-01 09:00:00,2018-05-02 02:00:00,0,14,San Diego,VA,
nec.mollis.vitae@accumsanlaoreet.net,Animals Charity Auction,Faith-based,2019-04-07 16:00:00,2019-04-07 23:00:00,0,16,Annapolis,WY,
hendrerit.Donec.porttitor@nibhenim.com,Politics Walk,Animals,2018-01-09 10:00:00,2018-01-10 01:00:00,0,19,South Portland,AR,
ac.mattis@mauris.com,Politics Social Media Fundraising,Seniors,2019-10-23 11:00:00,2019-10-23 12:00:00,0,24,Provo,PA,
velit@et.ca,Youth Charity,Homeless,2018-01-16 12:00:00,2018-01-17 02:00:00,0,16,Columbia,GA,
augue@ultricesposuere.org,Women Charity,Arts and Crafts,2018-11-18 17:00:00,2018-11-19 05:00:00,0,14,Colorado Springs,VA,
rhoncus.id@non.edu,Disaster Relief Charity Auction,Youth,2019-08-07 22:00:00,2019-08-08 11:00:00,0,11,Aurora,GA,
arcu@temporlorem.com,Health Walk,Homeless,2018-03-23 23:00:00,2018-03-24 01:00:00,0,15,Des Moines,IN,
dignissim.lacus.Aliquam@Suspendisseseddolor.net,LGBT Guest Speaker,Disaster Relief,2018-11-05 09:00:00,2018-11-05 15:00:00,0,6,Phoenix,MT,
lacus.Aliquam@a.net,Education Charity,Hunger,2020-02-02 08:00:00,2020-02-03 01:00:00,0,11,Eugene,CT,
vitae@turpisvitaepurus.co.uk,Faith-based Walk,International,2019-12-23 20:00:00,2019-12-24 02:00:00,0,6,Austin,OR,
a.nunc@ipsumdolorsit.com,Environment Charity Auction,International,2018-08-22 23:00:00,2018-08-23 22:00:00,0,12,Lexington,NV,
eget.tincidunt@pede.edu,Sports Drive,Arts and Crafts,2019-11-06 02:00:00,2019-11-06 04:00:00,0,18,Bridgeport,AL,
cursus@libero.edu,Environment Foundation,LGBT,2020-04-07 18:00:00,2020-04-08 05:00:00,0,9,Tallahassee,MI,
ultricies.sem.magna@blandit.ca,Technology Guest Speaker,Environment,2020-02-16 06:00:00,2020-02-16 13:00:00,0,5,Sterling Heights,OK,
egestas.hendrerit.neque@Inmi.ca,Women Social Media Fundraising,Technology,2019-02-22 21:00:00,2019-02-23 00:00:00,0,5,Cleveland,KY,
Maecenas.iaculis.aliquet@vitaevelitegestas.org,Technology Social Media Fundraising,LGBT,2019-05-20 16:00:00,2019-05-21 04:00:00,0,2,Kansas City,MD,
Duis@etipsumcursus.co.uk,Human Rights Charity,Education,2018-09-02 04:00:00,2018-09-02 11:00:00,0,7,Provo,IA,
et.nunc@elitEtiamlaoreet.co.uk,International Charity Auction,Hunger,2019-07-13 07:00:00,2019-07-13 20:00:00,0,18,Clarksville,AR,
quis@urnaNuncquis.net,Politics Social Media Fundraising,Hunger,2018-06-06 13:00:00,2018-06-06 17:00:00,0,21,Omaha,MA,
Maecenas@Nullaeuneque.ca,Environment Charity Auction,Women,2018-07-05 23:00:00,2018-07-06 16:00:00,0,21,Fort Smith,VT,
pede@fermentumconvallis.ca,Animals Drive,Technology,2019-11-12 12:00:00,2019-11-12 19:00:00,0,23,Birmingham,MA,
fames.ac@etmagnisdis.co.uk,Hunger Walk,International,2018-01-08 08:00:00,2018-01-09 04:00:00,0,20,Miami,MS,
gravida@vel.edu,Technology Charity Auction,International,2018-12-22 09:00:00,2018-12-23 05:00:00,0,4,Laramie,DE,
